Transaction,Type,Currency,Amount,USD Equivalent,Details,Outstanding Loan,Date / Time
NXTCbBdQ46Enn,Interest,NEXONEXO,0.04704033,$0.02819780837487,approved / 0.05479452 XRP,$1248.74,2020-12-22 01:00:02
NXT66J5RUezK7,Interest,USD,-0.20000000,$0.2,approved / Interest,$1248.74,2020-12-22 00:00:01
NXTamucWEfd5J,TransferIn,ETH,0.02600000,$15.85168,approved / Transfer from Credit Line Wallet to Savings Wallet,$1248.54,2020-12-21 21:10:09
NXTT3u8jIELM7,TransferIn,BTC,0.00277712,$63.286121408,approved / Transfer from Credit Line Wallet to Savings Wallet,$1248.54,2020-12-21 21:08:12
NXTHsg5xR64cL,TransferOut,TUSD,-107.35096000,$107.35096,approved / Transfer from Savings Wallet to Credit Line Wallet,$1248.54,2020-12-21 21:07:23
NXTwWjVvIMZ1H,Deposit,TUSD,107.35096000,$107.35096,approved / 0x5aaece49f6036d3bbb13c8ba47c2a72b34ace6bfa8a0ad14793678bf9628e297,$1248.54,2020-12-21 20:57:35
NXT7I6Nj0ooa2,Interest,NEXONEXO,0.04248761,$0.02925135988148,approved / 0.05258104 XRP,$1248.54,2020-12-21 01:00:02
NXTQ4xStwaHRf,Interest,NEXONEXO,0.02032066,$0.01399012414888,approved / 0.00002191 ETH,$1248.54,2020-12-21 01:00:02
NXTWzOarlyFSp,Interest,NEXONEXO,0.20912069,$0.14397290320292,approved / 0.00000613 BTC,$1248.54,2020-12-21 01:00:02
NXTMqMKDpMIo7,Interest,USD,-0.20000000,$0.2,approved / Interest,$1248.54,2020-12-21 00:00:01
NXT6VT3Kz19cL,TransferOut,BCH,-0.00923523,$3.3046423509,approved / Transfer from Savings Wallet to Credit Line Wallet,$1248.34,2020-12-20 21:03:57
NXT26DxH7rRn3,Deposit,BCH,0.00923523,$3.3332715639,approved / f861e15dfae6b3a401c59ae318c16df4401f8b6a5c9ae6bb06ab7f241b3394a2,$1248.34,2020-12-20 18:19:04
NXTCjNWCv5jYM,TransferOut,NEXO,-0.67725185,$0.4660698236293,approved / Transfer from Savings Wallet to Credit Line Wallet,$1248.34,2020-12-20 17:38:09
NXTsVJt4DhLR7,TransferOut,XRP,-8.09900000,$4.64275175,approved / Transfer from Savings Wallet to Credit Line Wallet,$1248.34,2020-12-20 17:37:41
NXTW8rnWVQnxZ,Deposit,XRP,10.09900000,$5.79460422,approved / 20B73026F55ECD496CD118FBA5C9EC5FD2C59C06521FBEF26FF5FAB5E47190CA,$1248.34,2020-12-20 17:36:32
NXTesNmp1P7ZF,TransferIn,XRP,248.00000000,$142.35448,approved / Transfer from Credit Line Wallet to Savings Wallet,$1248.34,2020-12-20 17:28:44
NXTZn1WBsbV8b,Withdrawal,NEXONEXO,-30.00000000,$20.74536,approved / NEXO withdrawal,$1248.34,2020-12-20 17:23:55
NXTDQZQeAKxf3,TransferIn,NEXO,30.00000000,$20.81352,approved / Transfer from Credit Line Wallet to Savings Wallet,$1248.34,2020-12-20 17:21:40
NXTtCVnVSwZXo,TransferOut,XRP,-267.79170440,$153.44196870416,approved / Transfer from Savings Wallet to Credit Line Wallet,$1248.34,2020-12-20 17:20:59
NXTbsBkz0fhyt,TransferIn,BTC,0.00400000,$94.7776,approved / Transfer from Credit Line Wallet to Savings Wallet,$1248.34,2020-12-20 09:55:26
NXToNEuKlcoMw,TransferOut,USDC,-47.14600900,$47.146009,approved / Transfer from Savings Wallet to Credit Line Wallet,$1248.34,2020-12-20 09:54:36
NXTAQNOo9bY4h,Deposit,USDC,47.14600900,$47.146009,approved / 0xf85c0097fe572a0aa710b4d3f6d9838199f6fba0b71547da1650c883168deadc,$1248.34,2020-12-20 09:47:17
NXTDx9g5ey9eO,TransferOut,BCH,-0.02872926,$9.8305781868,approved / Transfer from Savings Wallet to Credit Line Wallet,$1248.34,2020-12-20 09:06:46
NXTXkWGmAGeOV,Deposit,BCH,0.02872926,$9.1663576956,approved / 6fb7d011be1cc7bd0e050ceb88b60c4ee3e33ebe37644f8ed003a79056fca39d,$1248.34,2020-12-20 08:34:43
NXTE1dFiCrRqJ,Interest,NEXONEXO,0.01954246,$0.01444908910774,approved / 0.00002191 ETH,$1248.34,2020-12-20 01:00:03
NXTm4Z8mZ1lzs,Interest,NEXONEXO,0.04588236,$0.03392399463084,approved / 0.05869408 XRP,$1248.34,2020-12-20 01:00:03
NXTDD3tt5o88H,Interest,NEXONEXO,0.16969037,$0.12546379917653,approved / 0.00000525 BTC,$1248.34,2020-12-20 01:00:03
NXTdkbjTJ0Avg,Interest,USD,-0.20000000,$0.2,approved / Interest,$1248.34,2020-12-20 00:00:01
NXTN7z71aVGYy,TransferIn,BTC,0.00100000,$22.9645,approved / Transfer from Credit Line Wallet to Savings Wallet,$1248.14,2020-12-19 08:16:20
NXTjPnLafJr6D,Interest,NEXONEXO,0.04748186,$0.03430668845092,approved / 0.05869408 XRP,$1248.14,2020-12-19 01:00:02
NXTE0Vfg6nCFC,Interest,NEXONEXO,0.01985647,$0.01434673641734,approved / 0.00002191 ETH,$1248.14,2020-12-19 01:00:02
NXTxEfbWK5n8X,Interest,NEXONEXO,0.16127535,$0.1165249884327,approved / 0.00000503 BTC,$1248.14,2020-12-19 01:00:02
NXTTUCtsKf3uA,Interest,USD,-0.20000000,$0.2,approved / Interest,$1248.14,2020-12-19 00:00:01
NXTTuzxRPcCt1,TransferIn,BTC,0.00292248,$67.274905104,approved / Transfer from Credit Line Wallet to Savings Wallet,$1247.94,2020-12-18 06:17:57
NXTmcXwILzsmn,Interest,NEXONEXO,0.14440198,$0.10038998931976,approved / 0.00000439 BTC,$1247.94,2020-12-18 01:00:02
NXTRZuxKXYAxW,Interest,NEXONEXO,0.04881772,$0.03393866475664,approved / 0.05869408 XRP,$1247.94,2020-12-18 01:00:02
NXT6XHyMj6T8F,Interest,NEXONEXO,0.02030326,$0.01411506999112,approved / 0.00002191 ETH,$1247.94,2020-12-18 01:00:02
NXT3XRiSLUfhN,Interest,USD,-0.20000000,$0.2,approved / Interest,$1247.94,2020-12-18 00:00:01
NXT5E0fwE7kqu,WithdrawalCredit,USD,-100.00000000,$100,approved / Alfonso Albano,$1247.74,2020-12-17 05:29:37
NXTSuHs3qD7yj,TransferOut,BTC,-0.00611902,$133.678558528,approved / Transfer from Savings Wallet to Credit Line Wallet,$1147.74,2020-12-17 05:29:37
NXTqaZ4BSIV6Y,TransferOut,NEXO,-299.99999998,$191.9318999872,approved / Transfer from Savings Wallet to Credit Line Wallet,$1147.74,2020-12-17 05:29:37
NXTmp1u8DJiKB,TransferOut,NEXO,-0.44962768,$0.28638180785008,approved / Transfer from Savings Wallet to Credit Line Wallet,$1147.74,2020-12-17 05:24:48
NXTZVPOxLJIE6,TransferIn,BTC,0.00617170,$134.8331299,approved / Transfer from Credit Line Wallet to Savings Wallet,$1147.74,2020-12-17 05:23:34
NXT7YLI1hTcNf,TransferIn,NEXO,100.00000000,$63.5551,approved / Transfer from Credit Line Wallet to Savings Wallet,$1147.74,2020-12-17 05:22:08
NXT9qqmDoW00L,Interest,NEXONEXO,0.05503872,$0.03347322857472,approved / 0.05869408 XRP,$1147.74,2020-12-17 01:00:02
NXTFdOxICYqXg,Interest,NEXONEXO,0.15408735,$0.0937122281736,approved / 0.00000438 BTC,$1147.74,2020-12-17 01:00:02
NXTqJz3WMMpzn,Interest,NEXONEXO,0.02299262,$0.01398355966112,approved / 0.00002191 ETH,$1147.74,2020-12-17 01:00:02
NXTjH21hj1bXe,Interest,USD,-0.19000000,$0.19,approved / Interest,$1147.74,2020-12-17 00:00:01
NXTZvYy2kUReT,Interest,NEXONEXO,0.02236935,$0.0129185680572,approved / 0.00002191 ETH,$1147.55,2020-12-16 01:00:03
NXT0FUNKADU4q,Interest,NEXONEXO,0.14751764,$0.08519320731168,approved / 0.00000438 BTC,$1147.55,2020-12-16 01:00:03
NXTvA86h1PreC,Interest,NEXONEXO,0.04762200,$0.027502276464,approved / 0.05869408 XRP,$1147.55,2020-12-16 01:00:03
NXT0pF7mZ6lFt,Interest,USD,-0.19000000,$0.19,approved / Interest,$1147.55,2020-12-16 00:00:02
NXTQRPOOGVz9k,TransferOut,NEXO,-10.24632958,$5.3275175871435,approved / Transfer from Savings Wallet to Credit Line Wallet,$1147.36,2020-12-15 08:07:50
NXTlzI86rjCvG,Deposit,NEXOBEP2,10.00000000,$5.19989,approved / AB4993128B647D6F9FD5695EBE908F72868D2EBF53A4C14087B418A60439E25C,$1147.36,2020-12-15 08:06:28
NXTlfyX2XRP9T,TransferOut,XLM,-150.99000000,$25.71118116,approved / Transfer from Savings Wallet to Credit Line Wallet,$1147.36,2020-12-15 07:53:47
NXTvE3sAAT2TB,Deposit,XLM,150.99000000,$25.74273807,approved / 0e73e9b949a29281e43dd43a1bfaa99512d54d55296cb82d740c8b535ea696c8,$1147.36,2020-12-15 07:47:22
NXTvtq9Ef4G9a,Interest,NEXONEXO,0.05685325,$0.02921614608275,approved / 0.05869408 XRP,$1147.36,2020-12-15 01:00:02
NXTXOzbHvvZJj,Interest,NEXONEXO,0.02500543,$0.01284996540641,approved / 0.00002191 ETH,$1147.36,2020-12-15 01:00:02
NXTK5N673v9De,Interest,NEXONEXO,0.16447090,$0.0845194573883,approved / 0.00000438 BTC,$1147.36,2020-12-15 01:00:02
NXT1gKbi4ZFMc,Interest,USD,-0.19000000,$0.19,approved / Interest,$1147.36,2020-12-15 00:00:01
NXT6vJoZtEq10,TransferOut,NEXO,-6.00000000,$3.06087,approved / Transfer from Savings Wallet to Credit Line Wallet,$1147.17,2020-12-14 07:09:28
NXTY3oZgQ1C9P,Deposit,NEXOBEP2,6.00000000,$3.062058,approved / 19A8AE1D2B16F2695E4698C869DCD686EEF101119B8C67D08E59005B1447A48F,$1147.17,2020-12-14 07:08:28
NXThsOmn6CACg,TransferOut,NEXO,-14.30093861,$7.3454340010701,approved / Transfer from Savings Wallet to Credit Line Wallet,$1147.17,2020-12-14 05:38:15
NXTDsEm8Cia9R,Interest,NEXONEXO,0.02463972,$0.0129391793622,approved / 0.00002191 ETH,$1147.17,2020-12-14 01:00:03
NXTHKSL77PZA1,Interest,NEXONEXO,0.15997223,$0.08400701700105,approved / 0.00000438 BTC,$1147.17,2020-12-14 01:00:03
NXTrVmgaUS2ft,Interest,NEXONEXO,0.05735898,$0.0301212079623,approved / 0.05869408 XRP,$1147.17,2020-12-14 01:00:03
NXTOMDBrq3lSD,Interest,USD,-0.19000000,$0.19,approved / Interest,$1147.17,2020-12-14 00:00:02
NXTbBuQydALf9,Deposit,NEXOBEP2,12.00000000,$6.2436,approved / D55C1D57EF88A57F0E4897D1B476035DB0F4B8A9593F2BF7305F138FD76506EA,$1146.98,2020-12-13 21:47:24
NXTXIzpXWNTHR,WithdrawalCredit,USD,-10.00000000,$10,approved / Alfonso Albano,$1146.98,2020-12-13 21:20:04
NXTuzH1f8SqPG,TransferOut,NEXO,-98.83429640,$51.107016999847,approved / Transfer from Savings Wallet to Credit Line Wallet,$1136.98,2020-12-13 21:20:04
NXTNKDRxhFwab,WithdrawalCredit,USD,-10.00000000,$10,approved / Alfonso Albano,$1136.98,2020-12-13 20:59:44
NXT1kBEVAq5oP,TransferIn,ETH,0.10000000,$58.304,approved / Transfer from Credit Line Wallet to Savings Wallet,$1126.98,2020-12-13 16:47:44
NXTKfPMFtEdPW,Interest,NEXONEXO,0.15610959,$0.08246707645176,approved / 0.00000438 BTC,$1126.98,2020-12-13 01:00:02
NXT61xkV7PNfA,Interest,NEXONEXO,0.05627036,$0.02972560545504,approved / 0.05869408 XRP,$1126.98,2020-12-13 01:00:02
NXTpgl0CYG0bK,Interest,USD,-0.18000000,$0.18,approved / Interest,$1126.98,2020-12-13 00:00:02
NXTYkE8MyAF07,Interest,NEXONEXO,0.06672320,$0.0325928152896,approved / 0.05869408 XRP,$1126.80,2020-12-12 01:00:02
NXTR1Dea1ixGv,Interest,NEXONEXO,0.16205550,$0.079160546529,approved / 0.00000438 BTC,$1126.80,2020-12-12 01:00:02
NXTS4UAZtqarK,Interest,USD,-0.18000000,$0.18,approved / Interest,$1126.80,2020-12-12 00:00:02
NXT0OQRGngypy,TransferOut,BCH,-0.00731649,$1.9005314424,approved / Transfer from Savings Wallet to Credit Line Wallet,$1126.62,2020-12-11 07:28:32
NXTbXRZAT81C6,TransferOut,LTC,-0.02447553,$1.7649995382457,approved / Transfer from Savings Wallet to Credit Line Wallet,$1126.62,2020-12-11 06:09:58
NXTdrmBFwTsir,Deposit,LTC,0.02447553,$1.7620758138095,approved / 0c5f81ba8e6bc5d35515ee69051ac8ac8380717fbfd94e4eb4abf46f8aa1e292,$1126.62,2020-12-11 05:50:36
NXT5VWh7G1knV,Deposit,BCH,0.00731649,$1.8981170007,approved / 8cae42c0ec4fe71e90148b85328cc1ed9289afe32006a2b2dff5586e2e0c492b,$1126.62,2020-12-11 05:43:01
NXTfq34Dd2G0R,Interest,NEXONEXO,0.06545342,$0.03356889915514,approved / 0.05869408 XRP,$1126.62,2020-12-11 01:00:03
NXTeiA7KBh8Wc,Interest,NEXONEXO,0.15595511,$0.07998422940037,approved / 0.00000438 BTC,$1126.62,2020-12-11 01:00:03
NXTUCKHBHj52L,Interest,USD,-0.18000000,$0.18,approved / Interest,$1126.62,2020-12-11 00:00:01
NXTnz7ddJwzMd,TransferOut,BNB,-0.72154159,$20.19378447933,approved / Transfer from Savings Wallet to Credit Line Wallet,$1126.44,2020-12-10 06:09:26
NXTWOiDeQCGXw,Deposit,BNBN,0.72154159,$20.199773274527,approved / 4E27737FB87B2DE8AE2961D1883696D366E933779EA62654B51C4CE96C19139D,$1126.44,2020-12-10 06:05:41
NXT6hUbXTfcDz,Interest,NEXONEXO,0.16235861,$0.08130805537773,approved / 0.00000438 BTC,$1126.44,2020-12-10 01:00:02
NXTLWsMyhya8n,Interest,NEXONEXO,0.06833829,$0.03422333726397,approved / 0.05869408 XRP,$1126.44,2020-12-10 01:00:02
NXTVibvVydHB7,Interest,USD,-0.18000000,$0.18,approved / Interest,$1126.44,2020-12-10 00:00:02
NXT5HYpfRMVhA,TransferOut,NEXO,-11.26403123,$5.4963741509283,approved / Transfer from Savings Wallet to Credit Line Wallet,$1126.26,2020-12-09 21:14:49
NXTXjshLrxhTq,Deposit,NEXOBEP2,11.00000000,$5.356692,approved / 8C3A9F0795932237D598BDF76E053B732357296544BECE129661A96055D67DAA,$1126.26,2020-12-09 21:12:06
NXT255keB6h1P,Interest,NEXONEXO,0.07654417,$0.03278723595448,approved / 0.05869433 XRP,$1126.26,2020-12-09 01:00:02
NXTh2SlgMezC8,Interest,NEXONEXO,0.18748706,$0.08030895722864,approved / 0.00000438 BTC,$1126.26,2020-12-09 01:00:02
NXTw9MQNdAk1X,Interest,USD,-0.18000000,$0.18,approved / Interest,$1126.26,2020-12-09 00:00:02
NXTfVPJFCo9bj,TransferOut,NEXO,-1.13526162,$0.50933626107462,approved / Transfer from Savings Wallet to Credit Line Wallet,$1126.07,2020-12-08 07:19:00
NXTm37SjtSnMA,Interest,NEXONEXO,0.08104538,$0.03571256565162,approved / 0.05869433 XRP,$1126.07,2020-12-08 01:00:02
NXTDBcDqQF9UZ,Interest,NEXONEXO,0.19073820,$0.0840485970918,approved / 0.00000438 BTC,$1126.07,2020-12-08 01:00:02
NXTMK1XmqELcB,Interest,USD,-0.18000000,$0.18,approved / Interest,$1126.07,2020-12-08 00:00:02
NXTXRCNtbDisM,WithdrawalCredit,USD,-29.00000000,$29,approved / Alfonso Albano,$1125.89,2020-12-07 07:44:02
NXTOh5kHXwLny,Interest,NEXONEXO,0.21510389,$0.08497571622505,approved / 0.00000438 BTC,$1096.89,2020-12-07 01:00:02
NXTBNTF6fvvht,Interest,NEXONEXO,0.09242931,$0.03651373676895,approved / 0.05869433 XRP,$1096.89,2020-12-07 01:00:02
NXT5Fnl9fWGXZ,Interest,USD,-0.18000000,$0.18,approved / Interest,$1096.89,2020-12-07 00:00:02
NXTaqHCjHoTAI,Interest,NEXONEXO,0.18461962,$0.08395872610892,approved / 0.00000438 BTC,$1096.71,2020-12-06 01:00:02
NXT6kodOd6dxY,Interest,NEXONEXO,0.07554942,$0.03435730753572,approved / 0.05869433 XRP,$1096.71,2020-12-06 01:00:02
NXTLTpyiyeyS3,Interest,USD,-0.18000000,$0.18,approved / Interest,$1096.71,2020-12-06 00:00:02
NXTG0Rf13UokT,TransferOut,TUSD,-5.15660215,$5.15660215,approved / Transfer from Savings Wallet to Credit Line Wallet,$1096.53,2020-12-05 12:59:15
NXTc3a9URTYSE,Deposit,TUSD,5.15660217,$5.1566021652283,approved / 0xfd32769758f81bb5b1d64799e895dea6c3ae785f3498e186323d79411a498bdf,$1096.53,2020-12-05 12:51:25
NXTZHxqdEik5d,Interest,NEXONEXO,0.08278086,$0.03178925751462,approved / 0.05737926 XRP,$1096.53,2020-12-05 01:00:03
NXTF3uDUXKLyO,Interest,NEXONEXO,0.21299494,$0.08179367787398,approved / 0.00000438 BTC,$1096.53,2020-12-05 01:00:03
NXThDvVNchCAJ,Interest,USD,-0.18000000,$0.18,approved / Interest,$1096.53,2020-12-05 00:00:02
NXTDQIIij0NkE,TransferIn,BTC,0.01000000,$190.498,approved / Transfer from Credit Line Wallet to Savings Wallet,$1096.35,2020-12-04 20:59:42
NXT2F4Fwrs70S,TransferOut,PAX,-101.82794938,$101.82794938,approved / Transfer from Savings Wallet to Credit Line Wallet,$1096.35,2020-12-04 20:58:34
NXTSYzfEHb9Qp,TransferOut,NEXO,-30.00000000,$12.30495,approved / Transfer from Savings Wallet to Credit Line Wallet,$1096.35,2020-12-04 20:55:07
NXTKpzBRL9rhd,Deposit,NEXOBEP2,30.00000000,$12.31392,approved / 884A0D292CB08049AB0FB08014DD00999F5192DE3C6F58861399542A3A054FF6,$1096.35,2020-12-04 20:53:35
NXTwkkw4qVkjZ,TransferOut,NEXO,-100.00000000,$41.2298,approved / Transfer from Savings Wallet to Credit Line Wallet,$1096.35,2020-12-04 19:09:39
NXTlZWtIzNTzn,TransferOut,NEXO,-100.00000000,$41.2406,approved / Transfer from Savings Wallet to Credit Line Wallet,$1096.35,2020-12-04 19:08:10
NXTPD4nlH6wWF,TransferIn,BTC,0.01000000,$189.632,approved / Transfer from Credit Line Wallet to Savings Wallet,$1096.35,2020-12-04 19:06:00
NXTBtSIaP6WQA,TransferOut,USDTERC,-140.00000000,$140,approved / Transfer from Savings Wallet to Credit Line Wallet,$1096.35,2020-12-04 19:04:36
NXTFIr8U2f2OW,Deposit,XRP,6.00000000,$3.46266,approved / 43DAB438678FD04C499F14D863602A263AAE1FDDE8374AD9FD8607A1E95A9075,$1096.35,2020-12-04 18:13:09
NXTlieJuAij81,TransferIn,USDTERC,140.00000000,$140,approved / Transfer from Credit Line Wallet to Savings Wallet,$1096.35,2020-12-04 18:07:21
NXT7lmoNYhSpm,TransferIn,PAX,101.82794938,$101.82794938,approved / Transfer from Credit Line Wallet to Savings Wallet,$1096.35,2020-12-04 18:03:03
NXTuSAJCgh2jh,TransferOut,NEXO,-1.05493689,$0.41221342495683,approved / Transfer from Savings Wallet to Credit Line Wallet,$1096.35,2020-12-04 18:01:26
NXTBjG87G9xmb,TransferIn,XRP,261.79170440,$151.10355386264,approved / Transfer from Credit Line Wallet to Savings Wallet,$1096.35,2020-12-04 17:58:38
NXTcrktDmwJv0,TransferOut,BTC,-0.02906898,$551.633312766,approved / Transfer from Savings Wallet to Credit Line Wallet,$1096.35,2020-12-04 17:58:00
NXTwJ3kmVRKPw,Interest,NEXONEXO,0.31808472,$0.12390735799824,approved / 0.00000637 BTC,$1096.35,2020-12-04 01:00:03
NXTKm6auwV0Ob,Interest,USD,-0.18000000,$0.18,approved / Interest,$1096.35,2020-12-04 00:00:02
NXTtlUmpm3Sx3,TransferIn,NEXO,500.73685215,$162.61479347256,approved / Transfer from Credit Line Wallet to Savings Wallet,$1006.17,2020-12-03 12:12:59
NXTxDiLogkRxd,TransferOut,LINK,-6.71248531,$94.115575294407,approved / Transfer from Savings Wallet to Credit Line Wallet,$1006.17,2020-12-03 12:11:52
NXT1zl1NVGGcU,WithdrawalCredit,USD,-90.00000000,$90,approved / Alfonso Albano,$1096.17,2020-12-03 12:08:44
NXTPg2DV7LdkJ,TransferOut,BTC,-0.00168330,$32.69237928,approved / Transfer from Savings Wallet to Credit Line Wallet,$1006.17,2020-12-03 12:08:44
NXTnMJPcjR0s8,TransferOut,NEXO,-500.51568368,$162.24866556876,approved / Transfer from Savings Wallet to Credit Line Wallet,$1006.17,2020-12-03 12:08:44
NXTB2abkLWNzx,TransferOut,PAXG,-0.03099380,$56.973897055177,approved / Transfer from Savings Wallet to Credit Line Wallet,$1006.17,2020-12-03 12:08:44
NXTZOnoeJc5kD,Interest,NEXONEXO,0.03996280,$0.0124417384124,approved / 0.00000679 PAXG,$1006.17,2020-12-03 01:00:02
NXT9a8A7geZG5,Interest,NEXONEXO,0.06610407,$0.02058037842531,approved / 0.00147123 LINK,$1006.17,2020-12-03 01:00:02
NXTIcxkUWugdY,Interest,NEXONEXO,0.21320271,$0.06637703931243,approved / 0.00000345 BTC,$1006.17,2020-12-03 01:00:02
NXTieaZybPNTA,Interest,USD,-0.16000000,$0.16,approved / Interest,$1006.17,2020-12-03 00:00:02
NXTpH2bYoNDld,Deposit,BTC,0.01500000,$287.247,approved / e8f6909375494a69fedf14114f824252c228c5846ef005ada342a6727cfaaf57,$1006.00,2020-12-02 21:43:19
NXT7GepbKx2yK,TransferIn,LINK,6.71248531,$93.176632849244,approved / Transfer from Credit Line Wallet to Savings Wallet,$1006.00,2020-12-02 12:39:43
NXT31bu0cjtmb,TransferIn,PAXG,0.03099380,$56.558029189388,approved / Transfer from Credit Line Wallet to Savings Wallet,$1006.00,2020-12-02 10:53:54
NXTB4bEDFOpJ8,WithdrawalCredit,USD,-200.00000000,$200,approved / Alfonso Albano,$1006.00,2020-12-02 05:46:27
NXTNAvf3np5Lo,Interest,NEXONEXO,0.19641412,$0.06483649742612,approved / 0.00000345 BTC,$806.00,2020-12-02 01:00:03
NXTDRvBWhNC2g,Interest,USD,-0.13000000,$0.13,approved / Interest,$806.00,2020-12-02 00:00:02
NXTW0H8kdmqFO,TransferOut,USDTERC,-160.00000000,$160,approved / Transfer from Savings Wallet to Credit Line Wallet,$805.87,2020-12-01 18:43:03
NXTDHylsIgzws,Deposit,USDTERC,160.00000000,$160,approved / 0xd9ecc37bc6f996b75b9d3838bda2b6900b38a3c8fe265d80292a903a57a2ba51,$805.87,2020-12-01 18:30:42
NXTyoJq448pMI,TransferOut,XRP,-4.00000000,$2.43728,approved / Transfer from Savings Wallet to Credit Line Wallet,$805.87,2020-12-01 14:13:26
NXT9AyX0oDmO2,Deposit,XRP,4.00000000,$2.4358,approved / D302A38CAC36B47C005CA35CAFB1AC6816B4E3A0D68CC54E734AD1C27E053934,$805.87,2020-12-01 14:12:14
NXTGzsDn3CMjR,TransferOut,NEXO,-46.40420263,$15.470511498005,approved / Transfer from Savings Wallet to Credit Line Wallet,$805.87,2020-12-01 07:53:34
NXTPdkkv0tkGf,WithdrawalCredit,USD,-50.00000000,$50,approved / Alfonso Albano,$805.87,2020-12-01 05:35:34
NXTG9NixgyJVb,Interest,NEXONEXO,0.20237786,$0.06791031945732,approved / 0.00000345 BTC,$755.87,2020-12-01 01:00:02
NXT4YTf0cnbZj,Interest,USD,-0.12000000,$0.12,approved / Interest,$755.87,2020-12-01 00:00:02
NXTWREoSQE1Oo,TransferOut,LTC,-2.00000000,$171.35711,approved / Transfer from Savings Wallet to Credit Line Wallet,$755.75,2020-11-30 20:58:37
NXTiwHxoBB7mr,TransferOut,ETH,-0.30000000,$180.51,approved / Transfer from Savings Wallet to Credit Line Wallet,$755.75,2020-11-30 20:57:43
NXT0PJwPD7l0D,Deposit,ETH,0.30000000,$180.738,approved / 0xcdfdbcdc82b415fdaea7e31edae96e941416d77643e407ac6758472102612a41,$755.75,2020-11-30 20:42:52
NXTjdTsFQQLtY,Deposit,LTC,2.00000000,$171.536722,approved / d2d0b1374d844832b5f4bc48c56da81c47c0135de6b99abc1c1bcbf40a346a92,$755.75,2020-11-30 20:42:01
NXTKKnoqkmxw3,Interest,NEXONEXO,0.20182477,$0.06280120820659,approved / 0.00000345 BTC,$755.75,2020-11-30 01:00:03
NXT4pFAFGIE5a,Interest,USD,-0.12000000,$0.12,approved / Interest,$755.75,2020-11-30 00:00:02
NXTarPn7Der1w,TransferOut,NEXO,-0.73039457,$0.22888301600633,approved / Transfer from Savings Wallet to Credit Line Wallet,$755.62,2020-11-29 19:03:43
NXTa2qRI6bXJu,Deposit,NEXOBEP2,50.00000000,$15.7083,approved / 2D181459D65BE2D2D28F681F08EB7678A3DF79543F7AFD03C9CEA89574054A63,$755.62,2020-11-29 18:59:35
NXTjlc2RIrzJo,Interest,NEXONEXO,0.20848349,$0.06122096835501,approved / 0.00000345 BTC,$755.62,2020-11-29 01:00:02
NXTZ9TUmUh9jX,Interest,USD,-0.12000000,$0.12,approved / Interest,$755.62,2020-11-29 00:00:02
NXTOqNNICJIKP,Interest,NEXONEXO,0.22925961,$0.05918015868696,approved / 0.00000345 BTC,$755.50,2020-11-28 01:00:02
NXTxZmCrTF9Eo,Interest,USD,-0.12000000,$0.12,approved / Interest,$755.50,2020-11-28 00:00:02
NXTx8GBM3oIu6,TransferOut,XRP,-2.00000000,$1.0841,approved / Transfer from Savings Wallet to Credit Line Wallet,$755.38,2020-11-27 14:06:57
NXTOGkwSaaf2V,Deposit,XRP,2.00000000,$1.07972,approved / E9E533B9CB3DF38676E2EE14A4FDCF76A3DE4143803DA8C15C2328BC10D01180,$755.38,2020-11-27 14:05:11
NXTmaKa4DBTjS,TransferOut,XRP,-3.00000000,$1.6662,approved / Transfer from Savings Wallet to Credit Line Wallet,$755.38,2020-11-27 08:09:09
NXTnu9ge70JNj,Deposit,XRP,3.00000000,$1.66533,approved / 8343C57CCBAA160C2A89521677BFD42D08717C9A120FDA5B410BC59B2FFF1899,$755.38,2020-11-27 08:06:24
NXTv1q2u2VCZY,Interest,NEXONEXO,0.25232324,$0.05924574907524,approved / 0.00000345 BTC,$755.38,2020-11-27 01:00:02
NXTvpgQmp4ovj,Interest,USD,-0.12000000,$0.12,approved / Interest,$755.38,2020-11-27 00:00:02
NXTE0eACGpIqA,Interest,NEXONEXO,0.27518441,$0.06471841991262,approved / 0.00000345 BTC,$755.25,2020-11-26 01:00:03
NXT8bFKYTGBHs,Interest,USD,-0.12000000,$0.12,approved / Interest,$755.25,2020-11-26 00:00:02
NXTAHwbf93uKY,Interest,NEXONEXO,0.25278131,$0.06620923905913,approved / 0.00000345 BTC,$755.13,2020-11-25 01:00:03
NXTyTMOoIsKhL,Interest,USD,-0.12000000,$0.12,approved / Interest,$755.13,2020-11-25 00:00:02
NXTukzjly9d6g,WithdrawalCredit,USD,-50.00000000,$50,approved / Alfonso Albano,$755.00,2020-11-24 06:09:27
NXTo7HoWrwtJx,Interest,NEXONEXO,0.25250744,$0.06348516805736,approved / 0.00000345 BTC,$705.00,2020-11-24 01:00:02
NXTcl8dLXOMal,Interest,USD,-0.12000000,$0.12,approved / Interest,$705.00,2020-11-24 00:00:02
NXTzH2VKztIJ8,Interest,NEXONEXO,0.25524891,$0.0636999179796,approved / 0.00000345 BTC,$704.89,2020-11-23 01:00:03
NXTygV4LHySRv,Interest,USD,-0.12000000,$0.12,approved / Interest,$704.89,2020-11-23 00:00:02
NXT2vOGE8mUhc,TransferOut,XRP,-20.09900031,$8.9336036577888,approved / Transfer from Savings Wallet to Credit Line Wallet,$704.77,2020-11-22 17:15:20
