,Date,Type,Currency,Amount,USD,Loan,Details
793,2020-12-25 11:01:55+00:00,WithdrawalCredit,USD,-100.0,100.0,1349.34,approved / Alfonso Albano
794,2020-12-25 11:01:55+00:00,TransferOut,NEXO,-1.61192505,0.95,1249.34,approved / Transfer from Savings Wallet to Credit Line Wallet
795,2020-12-25 05:47:28+00:00,Deposit,XRP,10.009,3.32,1249.34,approved / AA12B9C15C5177B5B9F3FC27F1E66B94FBEF60FEA5AEA33349391E597092C69C
796,2020-12-25 01:00:02+00:00,Interest,NEXO,0.26225434,0.16,1249.34,approved / 0.00000674 BTC
797,2020-12-25 01:00:02+00:00,Interest,NEXO,0.07483381,0.05,1249.34,approved / 0.00007452 ETH
798,2020-12-25 00:00:01+00:00,Interest,USD,-0.2,0.2,1249.34,approved / Interest
799,2020-12-24 01:00:02+00:00,Interest,NEXO,0.27887085,0.16,1249.14,approved / 0.00000674 BTC
800,2020-12-24 01:00:02+00:00,Interest,NEXO,0.07756984,0.05,1249.14,approved / 0.00007452 ETH
801,2020-12-24 00:00:01+00:00,Interest,USD,-0.2,0.2,1249.14,approved / Interest
802,2020-12-23 20:42:38+00:00,TransferIn,ETH,0.02,12.25,1248.94,approved / Transfer from Credit Line Wallet to Savings Wallet
803,2020-12-23 20:41:39+00:00,TransferOut,NEXO,-4.0,2.42,1248.94,approved / Transfer from Savings Wallet to Credit Line Wallet
804,2020-12-23 20:40:36+00:00,Deposit,NEXO,4.0,2.41,1248.94,approved / B5A392554DF536BB7676749BA2702399859DD8B660CE9EF3AAF1C338F1AB43DE
805,2020-12-23 20:31:30+00:00,TransferIn,ETH,0.32,195.24,1248.94,approved / Transfer from Credit Line Wallet to Savings Wallet
806,2020-12-23 20:29:28+00:00,TransferOut,USDC,-85.189929,85.19,1248.94,approved / Transfer from Savings Wallet to Credit Line Wallet
807,2020-12-23 19:07:15+00:00,Deposit,USDC,85.189929,85.19,1248.94,approved / 0xfc4f83f2782f5b51b838c899c00e4990fd4ca40cfcd4ce1419eb4ca548e45fe6
808,2020-12-23 18:15:23+00:00,Withdrawal,XRP,-277.8907044,86.63,1248.94,approved / XRP withdrawal
809,2020-12-23 18:13:33+00:00,TransferIn,XRP,277.8907044,85.08,1248.94,approved / Transfer from Credit Line Wallet to Savings Wallet
810,2020-12-23 18:12:56+00:00,TransferOut,ETH,-0.22252862,134.0,1248.94,approved / Transfer from Savings Wallet to Credit Line Wallet
811,2020-12-23 13:34:33+00:00,TransferIn,ETH,0.06652862,40.81,1248.94,approved / Transfer from Credit Line Wallet to Savings Wallet
812,2020-12-23 13:33:55+00:00,TransferOut,XRP,-255.0,86.93,1248.94,approved / Transfer from Savings Wallet to Credit Line Wallet
813,2020-12-23 01:00:03+00:00,Interest,NEXO,0.24464484,0.17,1248.94,approved / 0.00000674 BTC
814,2020-12-23 01:00:03+00:00,Interest,NEXO,0.03320941,0.03,1248.94,approved / 0.00003419 ETH
815,2020-12-23 01:00:03+00:00,Interest,NEXO,0.0381043,0.03,1248.94,approved / 0.05589041 XRP
816,2020-12-23 00:00:01+00:00,Interest,USD,-0.2,0.2,1248.94,approved / Interest
817,2020-12-22 20:59:42+00:00,TransferIn,ETH,0.03,18.79,1248.74,approved / Transfer from Credit Line Wallet to Savings Wallet
818,2020-12-22 20:57:27+00:00,TransferOut,NEXO,-5.0,3.2,1248.74,approved / Transfer from Savings Wallet to Credit Line Wallet
819,2020-12-22 20:55:31+00:00,Deposit,NEXO,5.0,3.21,1248.74,approved / 70E658A7236B721F5107868A008BBC8E97600A6A802DE997BB871A55379C0D3B
820,2020-12-22 05:40:24+00:00,TransferIn,XRP,5.0,2.43,1248.74,approved / Transfer from Credit Line Wallet to Savings Wallet
821,2020-12-22 01:00:02+00:00,Interest,NEXO,0.25545753,0.16,1248.74,approved / 0.00000674 BTC
822,2020-12-22 01:00:02+00:00,Interest,NEXO,0.02801084,0.02,1248.74,approved / 0.00002761 ETH
823,2020-12-22 01:00:02+00:00,Interest,NEXO,0.04704033,0.03,1248.74,approved / 0.05479452 XRP
824,2020-12-22 00:00:01+00:00,Interest,USD,-0.2,0.2,1248.74,approved / Interest
825,2020-12-21 21:10:09+00:00,TransferIn,ETH,0.026,15.86,1248.54,approved / Transfer from Credit Line Wallet to Savings Wallet
826,2020-12-21 21:08:12+00:00,TransferIn,BTC,0.00277712,63.29,1248.54,approved / Transfer from Credit Line Wallet to Savings Wallet
827,2020-12-21 21:07:23+00:00,TransferOut,TUSD,-107.35096,107.36,1248.54,approved / Transfer from Savings Wallet to Credit Line Wallet
828,2020-12-21 20:57:35+00:00,Deposit,TUSD,107.35096,107.36,1248.54,approved / 0x5aaece49f6036d3bbb13c8ba47c2a72b34ace6bfa8a0ad14793678bf9628e297
829,2020-12-21 01:00:02+00:00,Interest,NEXO,0.20912069,0.15,1248.54,approved / 0.00000613 BTC
830,2020-12-21 01:00:02+00:00,Interest,NEXO,0.02032066,0.02,1248.54,approved / 0.00002191 ETH
831,2020-12-21 01:00:02+00:00,Interest,NEXO,0.04248761,0.03,1248.54,approved / 0.05258104 XRP
832,2020-12-21 00:00:01+00:00,Interest,USD,-0.2,0.2,1248.54,approved / Interest
833,2020-12-20 21:03:57+00:00,TransferOut,BCH,-0.00923523,3.31,1248.34,approved / Transfer from Savings Wallet to Credit Line Wallet
834,2020-12-20 18:19:04+00:00,Deposit,BCH,0.00923523,3.34,1248.34,approved / f861e15dfae6b3a401c59ae318c16df4401f8b6a5c9ae6bb06ab7f241b3394a2
835,2020-12-20 17:38:09+00:00,TransferOut,NEXO,-0.67725185,0.47,1248.34,approved / Transfer from Savings Wallet to Credit Line Wallet
836,2020-12-20 17:37:41+00:00,TransferOut,XRP,-8.099,4.65,1248.34,approved / Transfer from Savings Wallet to Credit Line Wallet
837,2020-12-20 17:36:32+00:00,Deposit,XRP,10.099,5.8,1248.34,approved / 20B73026F55ECD496CD118FBA5C9EC5FD2C59C06521FBEF26FF5FAB5E47190CA
838,2020-12-20 17:28:44+00:00,TransferIn,XRP,248.0,142.36,1248.34,approved / Transfer from Credit Line Wallet to Savings Wallet
839,2020-12-20 17:23:55+00:00,Withdrawal,NEXO,-30.0,20.75,1248.34,approved / NEXO withdrawal
840,2020-12-20 17:21:40+00:00,TransferIn,NEXO,30.0,20.82,1248.34,approved / Transfer from Credit Line Wallet to Savings Wallet
841,2020-12-20 17:20:59+00:00,TransferOut,XRP,-267.7917044,153.45,1248.34,approved / Transfer from Savings Wallet to Credit Line Wallet
842,2020-12-20 09:55:26+00:00,TransferIn,BTC,0.004,94.78,1248.34,approved / Transfer from Credit Line Wallet to Savings Wallet
843,2020-12-20 09:54:36+00:00,TransferOut,USDC,-47.146009,47.15,1248.34,approved / Transfer from Savings Wallet to Credit Line Wallet
844,2020-12-20 09:47:17+00:00,Deposit,USDC,47.146009,47.15,1248.34,approved / 0xf85c0097fe572a0aa710b4d3f6d9838199f6fba0b71547da1650c883168deadc
845,2020-12-20 09:06:46+00:00,TransferOut,BCH,-0.02872926,9.84,1248.34,approved / Transfer from Savings Wallet to Credit Line Wallet
846,2020-12-20 08:34:43+00:00,Deposit,BCH,0.02872926,9.17,1248.34,approved / 6fb7d011be1cc7bd0e050ceb88b60c4ee3e33ebe37644f8ed003a79056fca39d
847,2020-12-20 01:00:03+00:00,Interest,NEXO,0.16969037,0.13,1248.34,approved / 0.00000525 BTC
848,2020-12-20 01:00:03+00:00,Interest,NEXO,0.01954246,0.02,1248.34,approved / 0.00002191 ETH
849,2020-12-20 01:00:03+00:00,Interest,NEXO,0.04588236,0.04,1248.34,approved / 0.05869408 XRP
850,2020-12-20 00:00:01+00:00,Interest,USD,-0.2,0.2,1248.34,approved / Interest
851,2020-12-19 08:16:20+00:00,TransferIn,BTC,0.001,22.97,1248.14,approved / Transfer from Credit Line Wallet to Savings Wallet
852,2020-12-19 01:00:02+00:00,Interest,NEXO,0.16127535,0.12,1248.14,approved / 0.00000503 BTC
853,2020-12-19 01:00:02+00:00,Interest,NEXO,0.01985647,0.02,1248.14,approved / 0.00002191 ETH
854,2020-12-19 01:00:02+00:00,Interest,NEXO,0.04748186,0.04,1248.14,approved / 0.05869408 XRP
855,2020-12-19 00:00:01+00:00,Interest,USD,-0.2,0.2,1248.14,approved / Interest
856,2020-12-18 06:17:57+00:00,TransferIn,BTC,0.00292248,67.28,1247.94,approved / Transfer from Credit Line Wallet to Savings Wallet
857,2020-12-18 01:00:02+00:00,Interest,NEXO,0.14440198,0.11,1247.94,approved / 0.00000439 BTC
858,2020-12-18 01:00:02+00:00,Interest,NEXO,0.02030326,0.02,1247.94,approved / 0.00002191 ETH
859,2020-12-18 01:00:02+00:00,Interest,NEXO,0.04881772,0.04,1247.94,approved / 0.05869408 XRP
860,2020-12-18 00:00:01+00:00,Interest,USD,-0.2,0.2,1247.94,approved / Interest
861,2020-12-17 05:29:37+00:00,TransferOut,BTC,-0.00611902,133.68,1147.74,approved / Transfer from Savings Wallet to Credit Line Wallet
862,2020-12-17 05:29:37+00:00,WithdrawalCredit,USD,-100.0,100.0,1247.74,approved / Alfonso Albano
863,2020-12-17 05:29:37+00:00,TransferOut,NEXO,-299.99999998,191.94,1147.74,approved / Transfer from Savings Wallet to Credit Line Wallet
864,2020-12-17 05:24:48+00:00,TransferOut,NEXO,-0.44962768,0.29,1147.74,approved / Transfer from Savings Wallet to Credit Line Wallet
865,2020-12-17 05:23:34+00:00,TransferIn,BTC,0.0061717,134.84,1147.74,approved / Transfer from Credit Line Wallet to Savings Wallet
866,2020-12-17 05:22:08+00:00,TransferIn,NEXO,100.0,63.56,1147.74,approved / Transfer from Credit Line Wallet to Savings Wallet
867,2020-12-17 01:00:02+00:00,Interest,NEXO,0.15408735,0.1,1147.74,approved / 0.00000438 BTC
868,2020-12-17 01:00:02+00:00,Interest,NEXO,0.02299262,0.02,1147.74,approved / 0.00002191 ETH
869,2020-12-17 01:00:02+00:00,Interest,NEXO,0.05503872,0.04,1147.74,approved / 0.05869408 XRP
870,2020-12-17 00:00:01+00:00,Interest,USD,-0.19,0.19,1147.74,approved / Interest
871,2020-12-16 01:00:03+00:00,Interest,NEXO,0.14751764,0.09,1147.55,approved / 0.00000438 BTC
872,2020-12-16 01:00:03+00:00,Interest,NEXO,0.02236935,0.02,1147.55,approved / 0.00002191 ETH
873,2020-12-16 01:00:03+00:00,Interest,NEXO,0.047622,0.03,1147.55,approved / 0.05869408 XRP
874,2020-12-16 00:00:02+00:00,Interest,USD,-0.19,0.19,1147.55,approved / Interest
875,2020-12-15 08:07:50+00:00,TransferOut,NEXO,-10.24632958,5.33,1147.36,approved / Transfer from Savings Wallet to Credit Line Wallet
876,2020-12-15 08:06:28+00:00,Deposit,NEXO,10.0,5.2,1147.36,approved / AB4993128B647D6F9FD5695EBE908F72868D2EBF53A4C14087B418A60439E25C
877,2020-12-15 07:53:47+00:00,TransferOut,XLM,-150.99,25.72,1147.36,approved / Transfer from Savings Wallet to Credit Line Wallet
878,2020-12-15 07:47:22+00:00,Deposit,XLM,150.99,25.75,1147.36,approved / 0e73e9b949a29281e43dd43a1bfaa99512d54d55296cb82d740c8b535ea696c8
879,2020-12-15 01:00:02+00:00,Interest,NEXO,0.1644709,0.09,1147.36,approved / 0.00000438 BTC
880,2020-12-15 01:00:02+00:00,Interest,NEXO,0.02500543,0.02,1147.36,approved / 0.00002191 ETH
881,2020-12-15 01:00:02+00:00,Interest,NEXO,0.05685325,0.03,1147.36,approved / 0.05869408 XRP
882,2020-12-15 00:00:01+00:00,Interest,USD,-0.19,0.19,1147.36,approved / Interest
883,2020-12-14 07:09:28+00:00,TransferOut,NEXO,-6.0,3.07,1147.17,approved / Transfer from Savings Wallet to Credit Line Wallet
884,2020-12-14 07:08:28+00:00,Deposit,NEXO,6.0,3.07,1147.17,approved / 19A8AE1D2B16F2695E4698C869DCD686EEF101119B8C67D08E59005B1447A48F
885,2020-12-14 05:38:15+00:00,TransferOut,NEXO,-14.30093861,7.35,1147.17,approved / Transfer from Savings Wallet to Credit Line Wallet
886,2020-12-14 01:00:03+00:00,Interest,NEXO,0.15997223,0.09,1147.17,approved / 0.00000438 BTC
887,2020-12-14 01:00:03+00:00,Interest,NEXO,0.02463972,0.02,1147.17,approved / 0.00002191 ETH
888,2020-12-14 01:00:03+00:00,Interest,NEXO,0.05735898,0.04,1147.17,approved / 0.05869408 XRP
889,2020-12-14 00:00:02+00:00,Interest,USD,-0.19,0.19,1147.17,approved / Interest
890,2020-12-13 21:47:24+00:00,Deposit,NEXO,12.0,6.25,1146.98,approved / D55C1D57EF88A57F0E4897D1B476035DB0F4B8A9593F2BF7305F138FD76506EA
891,2020-12-13 21:20:04+00:00,WithdrawalCredit,USD,-10.0,10.0,1146.98,approved / Alfonso Albano
892,2020-12-13 21:20:04+00:00,TransferOut,NEXO,-98.8342964,51.11,1136.98,approved / Transfer from Savings Wallet to Credit Line Wallet
893,2020-12-13 20:59:44+00:00,WithdrawalCredit,USD,-10.0,10.0,1136.98,approved / Alfonso Albano
894,2020-12-13 16:47:44+00:00,TransferIn,ETH,0.1,58.31,1126.98,approved / Transfer from Credit Line Wallet to Savings Wallet
895,2020-12-13 01:00:02+00:00,Interest,NEXO,0.15610959,0.09,1126.98,approved / 0.00000438 BTC
896,2020-12-13 01:00:02+00:00,Interest,NEXO,0.05627036,0.03,1126.98,approved / 0.05869408 XRP
897,2020-12-13 00:00:02+00:00,Interest,USD,-0.18,0.18,1126.98,approved / Interest
898,2020-12-12 01:00:02+00:00,Interest,NEXO,0.1620555,0.08,1126.8,approved / 0.00000438 BTC
899,2020-12-12 01:00:02+00:00,Interest,NEXO,0.0667232,0.04,1126.8,approved / 0.05869408 XRP
900,2020-12-12 00:00:02+00:00,Interest,USD,-0.18,0.18,1126.8,approved / Interest
901,2020-12-11 07:28:32+00:00,TransferOut,BCH,-0.00731649,1.91,1126.62,approved / Transfer from Savings Wallet to Credit Line Wallet
902,2020-12-11 06:09:58+00:00,TransferOut,LTC,-0.02447553,1.77,1126.62,approved / Transfer from Savings Wallet to Credit Line Wallet
903,2020-12-11 05:50:36+00:00,Deposit,LTC,0.02447553,1.77,1126.62,approved / 0c5f81ba8e6bc5d35515ee69051ac8ac8380717fbfd94e4eb4abf46f8aa1e292
904,2020-12-11 05:43:01+00:00,Deposit,BCH,0.00731649,1.9,1126.62,approved / 8cae42c0ec4fe71e90148b85328cc1ed9289afe32006a2b2dff5586e2e0c492b
905,2020-12-11 01:00:03+00:00,Interest,NEXO,0.15595511,0.08,1126.62,approved / 0.00000438 BTC
906,2020-12-11 01:00:03+00:00,Interest,NEXO,0.06545342,0.04,1126.62,approved / 0.05869408 XRP
907,2020-12-11 00:00:01+00:00,Interest,USD,-0.18,0.18,1126.62,approved / Interest
908,2020-12-10 06:09:26+00:00,TransferOut,BNB,-0.72154159,20.2,1126.44,approved / Transfer from Savings Wallet to Credit Line Wallet
909,2020-12-10 06:05:41+00:00,Deposit,BNB,0.72154159,20.2,1126.44,approved / 4E27737FB87B2DE8AE2961D1883696D366E933779EA62654B51C4CE96C19139D
910,2020-12-10 01:00:02+00:00,Interest,NEXO,0.16235861,0.09,1126.44,approved / 0.00000438 BTC
911,2020-12-10 01:00:02+00:00,Interest,NEXO,0.06833829,0.04,1126.44,approved / 0.05869408 XRP
912,2020-12-10 00:00:02+00:00,Interest,USD,-0.18,0.18,1126.44,approved / Interest
913,2020-12-09 21:14:49+00:00,TransferOut,NEXO,-11.26403123,5.5,1126.26,approved / Transfer from Savings Wallet to Credit Line Wallet
914,2020-12-09 21:12:06+00:00,Deposit,NEXO,11.0,5.36,1126.26,approved / 8C3A9F0795932237D598BDF76E053B732357296544BECE129661A96055D67DAA
915,2020-12-09 01:00:02+00:00,Interest,NEXO,0.18748706,0.09,1126.26,approved / 0.00000438 BTC
916,2020-12-09 01:00:02+00:00,Interest,NEXO,0.07654417,0.04,1126.26,approved / 0.05869433 XRP
917,2020-12-09 00:00:02+00:00,Interest,USD,-0.18,0.18,1126.26,approved / Interest
918,2020-12-08 07:19:00+00:00,TransferOut,NEXO,-1.13526162,0.51,1126.07,approved / Transfer from Savings Wallet to Credit Line Wallet
919,2020-12-08 01:00:02+00:00,Interest,NEXO,0.1907382,0.09,1126.07,approved / 0.00000438 BTC
920,2020-12-08 01:00:02+00:00,Interest,NEXO,0.08104538,0.04,1126.07,approved / 0.05869433 XRP
921,2020-12-08 00:00:02+00:00,Interest,USD,-0.18,0.18,1126.07,approved / Interest
922,2020-12-07 07:44:02+00:00,WithdrawalCredit,USD,-29.0,29.0,1125.89,approved / Alfonso Albano
923,2020-12-07 01:00:02+00:00,Interest,NEXO,0.21510389,0.09,1096.89,approved / 0.00000438 BTC
924,2020-12-07 01:00:02+00:00,Interest,NEXO,0.09242931,0.04,1096.89,approved / 0.05869433 XRP
925,2020-12-07 00:00:02+00:00,Interest,USD,-0.18,0.18,1096.89,approved / Interest
926,2020-12-06 01:00:02+00:00,Interest,NEXO,0.18461962,0.09,1096.71,approved / 0.00000438 BTC
927,2020-12-06 01:00:02+00:00,Interest,NEXO,0.07554942,0.04,1096.71,approved / 0.05869433 XRP
928,2020-12-06 00:00:02+00:00,Interest,USD,-0.18,0.18,1096.71,approved / Interest
929,2020-12-05 12:59:15+00:00,TransferOut,TUSD,-5.15660215,5.16,1096.53,approved / Transfer from Savings Wallet to Credit Line Wallet
930,2020-12-05 12:51:25+00:00,Deposit,TUSD,5.15660217,5.16,1096.53,approved / 0xfd32769758f81bb5b1d64799e895dea6c3ae785f3498e186323d79411a498bdf
931,2020-12-05 01:00:03+00:00,Interest,NEXO,0.21299494,0.09,1096.53,approved / 0.00000438 BTC
932,2020-12-05 01:00:03+00:00,Interest,NEXO,0.08278086,0.04,1096.53,approved / 0.05737926 XRP
933,2020-12-05 00:00:02+00:00,Interest,USD,-0.18,0.18,1096.53,approved / Interest
934,2020-12-04 20:59:42+00:00,TransferIn,BTC,0.01,190.5,1096.35,approved / Transfer from Credit Line Wallet to Savings Wallet
935,2020-12-04 20:58:34+00:00,TransferOut,PAX,-101.82794938,101.83,1096.35,approved / Transfer from Savings Wallet to Credit Line Wallet
936,2020-12-04 20:55:07+00:00,TransferOut,NEXO,-30.0,12.31,1096.35,approved / Transfer from Savings Wallet to Credit Line Wallet
937,2020-12-04 20:53:35+00:00,Deposit,NEXO,30.0,12.32,1096.35,approved / 884A0D292CB08049AB0FB08014DD00999F5192DE3C6F58861399542A3A054FF6
938,2020-12-04 19:09:39+00:00,TransferOut,NEXO,-100.0,41.23,1096.35,approved / Transfer from Savings Wallet to Credit Line Wallet
939,2020-12-04 19:08:10+00:00,TransferOut,NEXO,-100.0,41.25,1096.35,approved / Transfer from Savings Wallet to Credit Line Wallet
940,2020-12-04 19:06:00+00:00,TransferIn,BTC,0.01,189.64,1096.35,approved / Transfer from Credit Line Wallet to Savings Wallet
941,2020-12-04 19:04:36+00:00,TransferOut,USDT,-140.0,140.0,1096.35,approved / Transfer from Savings Wallet to Credit Line Wallet
942,2020-12-04 18:13:09+00:00,Deposit,XRP,6.0,3.47,1096.35,approved / 43DAB438678FD04C499F14D863602A263AAE1FDDE8374AD9FD8607A1E95A9075
943,2020-12-04 18:07:21+00:00,TransferIn,USDT,140.0,140.0,1096.35,approved / Transfer from Credit Line Wallet to Savings Wallet
944,2020-12-04 18:03:03+00:00,TransferIn,PAX,101.82794938,101.83,1096.35,approved / Transfer from Credit Line Wallet to Savings Wallet
945,2020-12-04 18:01:26+00:00,TransferOut,NEXO,-1.05493689,0.42,1096.35,approved / Transfer from Savings Wallet to Credit Line Wallet
946,2020-12-04 17:58:38+00:00,TransferIn,XRP,261.7917044,151.11,1096.35,approved / Transfer from Credit Line Wallet to Savings Wallet
947,2020-12-04 17:58:00+00:00,TransferOut,BTC,-0.02906898,551.64,1096.35,approved / Transfer from Savings Wallet to Credit Line Wallet
948,2020-12-04 01:00:03+00:00,Interest,NEXO,0.31808472,0.13,1096.35,approved / 0.00000637 BTC
949,2020-12-04 00:00:02+00:00,Interest,USD,-0.18,0.18,1096.35,approved / Interest
950,2020-12-03 12:12:59+00:00,TransferIn,NEXO,500.73685215,162.62,1006.17,approved / Transfer from Credit Line Wallet to Savings Wallet
951,2020-12-03 12:11:52+00:00,TransferOut,LINK,-6.71248531,94.12,1006.17,approved / Transfer from Savings Wallet to Credit Line Wallet
952,2020-12-03 12:08:44+00:00,TransferOut,BTC,-0.0016833,32.7,1006.17,approved / Transfer from Savings Wallet to Credit Line Wallet
953,2020-12-03 12:08:44+00:00,WithdrawalCredit,USD,-90.0,90.0,1096.17,approved / Alfonso Albano
954,2020-12-03 12:08:44+00:00,TransferOut,NEXO,-500.51568368,162.25,1006.17,approved / Transfer from Savings Wallet to Credit Line Wallet
955,2020-12-03 12:08:44+00:00,TransferOut,PAXG,-0.0309938,56.98,1006.17,approved / Transfer from Savings Wallet to Credit Line Wallet
956,2020-12-03 01:00:02+00:00,Interest,NEXO,0.21320271,0.07,1006.17,approved / 0.00000345 BTC
957,2020-12-03 01:00:02+00:00,Interest,NEXO,0.0399628,0.02,1006.17,approved / 0.00000679 PAXG
958,2020-12-03 01:00:02+00:00,Interest,NEXO,0.06610407,0.03,1006.17,approved / 0.00147123 LINK
959,2020-12-03 00:00:02+00:00,Interest,USD,-0.16,0.16,1006.17,approved / Interest
960,2020-12-02 21:43:19+00:00,Deposit,BTC,0.015,287.25,1006.0,approved / e8f6909375494a69fedf14114f824252c228c5846ef005ada342a6727cfaaf57
961,2020-12-02 12:39:43+00:00,TransferIn,LINK,6.71248531,93.18,1006.0,approved / Transfer from Credit Line Wallet to Savings Wallet
962,2020-12-02 10:53:54+00:00,TransferIn,PAXG,0.0309938,56.56,1006.0,approved / Transfer from Credit Line Wallet to Savings Wallet
963,2020-12-02 05:46:27+00:00,WithdrawalCredit,USD,-200.0,200.0,1006.0,approved / Alfonso Albano
964,2020-12-02 01:00:03+00:00,Interest,NEXO,0.19641412,0.07,806.0,approved / 0.00000345 BTC
965,2020-12-02 00:00:02+00:00,Interest,USD,-0.13,0.13,806.0,approved / Interest
966,2020-12-01 18:43:03+00:00,TransferOut,USDT,-160.0,160.0,805.87,approved / Transfer from Savings Wallet to Credit Line Wallet
967,2020-12-01 18:30:42+00:00,Deposit,USDT,160.0,160.0,805.87,approved / 0xd9ecc37bc6f996b75b9d3838bda2b6900b38a3c8fe265d80292a903a57a2ba51
968,2020-12-01 14:13:26+00:00,TransferOut,XRP,-4.0,2.44,805.87,approved / Transfer from Savings Wallet to Credit Line Wallet
969,2020-12-01 14:12:14+00:00,Deposit,XRP,4.0,2.44,805.87,approved / D302A38CAC36B47C005CA35CAFB1AC6816B4E3A0D68CC54E734AD1C27E053934
970,2020-12-01 07:53:34+00:00,TransferOut,NEXO,-46.40420263,15.48,805.87,approved / Transfer from Savings Wallet to Credit Line Wallet
971,2020-12-01 05:35:34+00:00,WithdrawalCredit,USD,-50.0,50.0,805.87,approved / Alfonso Albano
972,2020-12-01 01:00:02+00:00,Interest,NEXO,0.20237786,0.07,755.87,approved / 0.00000345 BTC
973,2020-12-01 00:00:02+00:00,Interest,USD,-0.12,0.12,755.87,approved / Interest
974,2020-11-30 20:58:37+00:00,TransferOut,LTC,-2.0,171.36,755.75,approved / Transfer from Savings Wallet to Credit Line Wallet
975,2020-11-30 20:57:43+00:00,TransferOut,ETH,-0.3,180.51,755.75,approved / Transfer from Savings Wallet to Credit Line Wallet
976,2020-11-30 20:42:52+00:00,Deposit,ETH,0.3,180.74,755.75,approved / 0xcdfdbcdc82b415fdaea7e31edae96e941416d77643e407ac6758472102612a41
977,2020-11-30 20:42:01+00:00,Deposit,LTC,2.0,171.54,755.75,approved / d2d0b1374d844832b5f4bc48c56da81c47c0135de6b99abc1c1bcbf40a346a92
978,2020-11-30 01:00:03+00:00,Interest,NEXO,0.20182477,0.07,755.75,approved / 0.00000345 BTC
979,2020-11-30 00:00:02+00:00,Interest,USD,-0.12,0.12,755.75,approved / Interest
980,2020-11-29 19:03:43+00:00,TransferOut,NEXO,-0.73039457,0.23,755.62,approved / Transfer from Savings Wallet to Credit Line Wallet
981,2020-11-29 18:59:35+00:00,Deposit,NEXO,50.0,15.71,755.62,approved / 2D181459D65BE2D2D28F681F08EB7678A3DF79543F7AFD03C9CEA89574054A63
982,2020-11-29 01:00:02+00:00,Interest,NEXO,0.20848349,0.07,755.62,approved / 0.00000345 BTC
983,2020-11-29 00:00:02+00:00,Interest,USD,-0.12,0.12,755.62,approved / Interest
984,2020-11-28 01:00:02+00:00,Interest,NEXO,0.22925961,0.06,755.5,approved / 0.00000345 BTC
985,2020-11-28 00:00:02+00:00,Interest,USD,-0.12,0.12,755.5,approved / Interest
986,2020-11-27 14:06:57+00:00,TransferOut,XRP,-2.0,1.09,755.38,approved / Transfer from Savings Wallet to Credit Line Wallet
987,2020-11-27 14:05:11+00:00,Deposit,XRP,2.0,1.08,755.38,approved / E9E533B9CB3DF38676E2EE14A4FDCF76A3DE4143803DA8C15C2328BC10D01180
988,2020-11-27 08:09:09+00:00,TransferOut,XRP,-3.0,1.67,755.38,approved / Transfer from Savings Wallet to Credit Line Wallet
989,2020-11-27 08:06:24+00:00,Deposit,XRP,3.0,1.67,755.38,approved / 8343C57CCBAA160C2A89521677BFD42D08717C9A120FDA5B410BC59B2FFF1899
990,2020-11-27 01:00:02+00:00,Interest,NEXO,0.25232324,0.06,755.38,approved / 0.00000345 BTC
991,2020-11-27 00:00:02+00:00,Interest,USD,-0.12,0.12,755.38,approved / Interest
992,2020-11-26 01:00:03+00:00,Interest,NEXO,0.27518441,0.07,755.25,approved / 0.00000345 BTC
993,2020-11-26 00:00:02+00:00,Interest,USD,-0.12,0.12,755.25,approved / Interest
994,2020-11-25 01:00:03+00:00,Interest,NEXO,0.25278131,0.07,755.13,approved / 0.00000345 BTC
995,2020-11-25 00:00:02+00:00,Interest,USD,-0.12,0.12,755.13,approved / Interest
996,2020-11-24 06:09:27+00:00,WithdrawalCredit,USD,-50.0,50.0,755.0,approved / Alfonso Albano
997,2020-11-24 01:00:02+00:00,Interest,NEXO,0.25250744,0.07,705.0,approved / 0.00000345 BTC
998,2020-11-24 00:00:02+00:00,Interest,USD,-0.12,0.12,705.0,approved / Interest
999,2020-11-23 01:00:03+00:00,Interest,NEXO,0.25524891,0.07,704.89,approved / 0.00000345 BTC
1000,2020-11-23 00:00:02+00:00,Interest,USD,-0.12,0.12,704.89,approved / Interest
1001,2020-11-22 17:15:20+00:00,TransferOut,XRP,-20.09900031,8.94,704.77,approved / Transfer from Savings Wallet to Credit Line Wallet
1002,2020-11-22 17:14:00+00:00,Deposit,XRP,20.099,8.9,704.77,approved / A002D8DE3E5CE88F3AB0BE022438197A9E99918F5CFBC971D9C1160F8C11AF16
1003,2020-11-22 07:34:07+00:00,TransferIn,BTC,0.00098578,18.18,704.77,approved / Transfer from Credit Line Wallet to Savings Wallet
1004,2020-11-22 01:00:03+00:00,Interest,NEXO,0.24458291,0.07,704.77,approved / 0.00000323 BTC
1005,2020-11-22 00:00:02+00:00,Interest,USD,-0.12,0.12,704.77,approved / Interest
1006,2020-11-21 19:47:57+00:00,TransferOut,ETH,-0.00284482,1.55,704.66,approved / Transfer from Savings Wallet to Credit Line Wallet
1007,2020-11-21 19:37:30+00:00,Deposit,ETH,0.00284482,1.55,704.66,approved / 0xb545e4a78f60b63315be6a351ba3d72a6853710ea88507367d0ad53616969f30
1008,2020-11-21 06:21:47+00:00,TransferIn,BTC,0.00066488,12.4,704.66,approved / Transfer from Credit Line Wallet to Savings Wallet
1009,2020-11-21 01:00:02+00:00,Interest,NEXO,0.24479578,0.06,704.66,approved / 0.00000309 BTC
